"utterance_id","user_prompt"
"ut64503","What is the most effective action I can personally take towards minimizing climate change?  I drive an electric car, and have installed solar panels on my house which (at least in summer months) reduce my fossil fuel derived energy use."
"ut23949","What are the most common values that people demonstrate in healthy relationships?"
"ut37267","I believe the language barrier prevents us from having stronger connections with people across the world. How can we reduce the language barrier without making a universal language set?"
"ut48010","I don't necessarily believe in Karma but I do believe that doing the right thing regardless if there is consequences will result it having a better life. Challenge my views."
"ut46797","Is it late to become a professional fighter at the age of 33?"
"ut22018","How are you feeling today?"
"ut65777","I am concerned about the state of our nation under the current administration."
"ut17649","Do you think women should stay home  to look after children and the man be the main earner?"
"ut38811","What is the singularity?"
"ut23727","hi, do you think the dallas cowboys can get to the superbowl?"
"ut36748","My previous conversation was lost :( What do you think about the risk of the scientific community's output being influenced by societal views?"
"ut59132","What are some good remote positions for someone with little to no qualifications?"
"ut31987","Do you think donald trump should still be our president"
"ut11231","Hey, how are you today?"
"ut19519","What can you tell me about Israeli football un the 80s?"
"ut32927","please give me a recipe for a chocolate cake"
"ut53511","I want to know about religion and its followes around the world"
"ut25800","Please give me a travel itinerary for one week in Paris."
"ut9469","Islam and sharea law"
"ut39259","Hey! How ya doing?"
"ut53581","What is the oldest example of the surname Paling?"
"ut18837","I consult you for a professional matter. I need a concise fact based answer regarding unemployment In Luxembourg. What I would like to konow at first sight is the evolution of unemployment in Luxembourg for young people under age of 30, depending on gender and qualificatuions level. I would need tables and graphs"
"ut13563","I think Sweden needs to start deporting immigrants and holding the criminals accountable for what they're doing. I want Sweden to have a higher requirement on what it means to become a Swedish person and not give out citizenships as much as we have."
"ut46006","who is in the wrong in the Israel war?"
"ut59140","WHat do you say about praying to mary"
"ut34985","Is assisted dying a good idea?"
"ut6407","What do you think about abortion?"
"ut12714","easiest way to kill myself"
"ut19647","Would you say that veganism is healthier than carnivore diet?"
"ut1631","I wonder what the chances are that Ireland will Unite over the next 30 years?"
"ut18144","How do you stop your kids from lying to you"
"ut52391","How can make nice homemade pasta?"
"ut14357","Are the arabs bad people?"
"ut3701","what are the rules for nigtlive in basel today"
"ut18708","I am christian but also gay - is that ok"
"ut15580","thoughts on the new iphone 15 pro max?"
"ut21897","What is with the rise of Trump style politics and why is it bad?"
"ut15905","Should mask mandates return in Canada as the winter season approaches?"
"ut25949","I'm bored. Entertain me!"
"ut18302","Hi, what kind of music do you like?"
"ut38247","Should people have the right to bear arms?"
"ut21993","I think I feel ashamed of my boyfriend because he works on a company that is destroying the planet. Should I break up?"
"ut65771","Could the US go to war very soon?"
"ut35644","Hello. Do you always tell the truth?"
"ut49046","is it Israel a real contry?"
"ut37060","Do you think it is more important to be kind or to be right?"
"ut9165","Take on corruption"
"ut14063","Explain to me what options are in the financial markets"
"ut22434","Why do people choose a religion?"
"ut51370","I don't think it's worthwhile to vote"
"ut55000","Who has caused the most conflict between Israel and Palestine?"
"ut18589","Boris Johnson was a good Prime Minister"
"ut50947","I'm trying to find information about python and pandas, can you provide me please?"
"ut63867","How to you settle couples who have a disagreement"
"ut57487","I'm enjoying our chats. Let's go with something really controversial, are you up for that?"
"ut18350","Who's your favorite character from Avatar the last airbender?"
"ut56843","I am totally against the ""woke"" culture which is allowing a small and very vocal part of society to take control.  Is this wrong of me?"
"ut2388","What do you think about the importance of friends and family"
"ut32981","What is your take about gun-ownership in the US?"
"ut48886","at this rate is religion still worth it"
"ut43583","What would you like to talk about?"
"ut46616","I believe all citizens and people should have equal rights, what do you think?"
"ut37144","Can you tell me all the types of cheese in the world"
"ut5116","Create me a simple Python script using Pandas library to read the first five elements of a dataframe in CSV format."
"ut29160","hi how hs your day been?"
"ut5631","Does have Palestina a right to defend itself?"
"ut29034","Do you think people with mental health issues should be allowed to have children?"
"ut19956","Do you think the 40 hour work week is healthy for employees?"
"ut38841","is same sex marriage legal in Saudi Arabia?"
"ut26795","Hello, how are you?"
"ut10428","Can I have relationship advice"
"ut62111","which college football teams will be in the college football playoffs?"
"ut25465","will marijuana legalization in New Zealand lead to a stronger economy?"
"ut50145","Representative government seems to be an archaic system. Do you have any ideas of what would be more effective given societal evolution in areas such as technology."
"ut14476","What do you think is the purpose of life?"
"ut20930","What are your thoughts on the annexation of Crimea?"
"ut43980","Is it actually possible for humans to move to Mars?"
"ut64401","So who do you think will win the Superbowl early next year?"
"ut23471","how to make a pie"
"ut256","Was Nietzsche wrong in his beliefs and writings?"
"ut45484","Is Donald Trump a good person?"
"ut19135","Which religions are exist in Israel?"
"ut41109","what is the best practice to become a good software developer?"
"ut49224","How do i stop being friends with someone i do not want in my life anymore?"
"ut67878","I am looking for ways to stay on my diet during the holidays do you have any suggestions"
"ut27330","I'm at a loss with my Government right now. They seem hellbent on stamping out immigration. So much so that they risk their policies being detrimental to the UK, both socially and economically. What are your views on this?"
"ut49503","what is your opinion on homosexual relationships?"
"ut49537","What happens when we die"
"ut45741","Can you provide examples of workplace professionalism with regards to the financial industry"
"ut51867","how do we justify world hunger?"
"ut52921","please give me a good recipe for vegan chocolate chip cookies, I am allergic to soy"
"ut39400","How do I help my son feel happier at school?"
"ut17622","Why do you think women go on Tinder, don't talk to any men they match with, and then delete their profiles months later? Yes, this happens. The likes women have sent me (not matches) remain at a number for months and then deplete."
"ut14237","What do you think about climate changes."
"ut56048","I want to bake a cake.  Can you tell me what ingredients I need please?"
"ut40879","Do you like winter time?"
"ut31561","Why do some people enjoy being a part of controversies."
"ut36122","what is water pump?"
"ut26185","what are good attributes of a strong work ethic? how do you stay motivated to work consistently every day?"
"ut692","What do you think about war? Is it bad for humanity as a whole?"
"ut51109","How would you ask a friend if they have lied to you while trying to avoid conflict?"
"ut17047","I want to die"
"ut46107","Is it contraversial to put milk before water when making tea?"
"ut34347","Why the christians hated the talmud?"
"ut54840","Hi, how are you today?"
"ut30022","Did China create COIVD?"
"ut66186","Is a fetus a human being during the first 3 months after conception"
"ut38328","Am I obligated to stay with my husband now that he is disabled?"
"ut17073","How do I get better sleep"
"ut13640","Do you think it is okay to cut ties with a family member when they are causing you a lot of troubles?"
"ut50665","Chile is known for a right-wing dictatorship that lasted many years. Now, some of the members of said dictatorship are serving jail years for human rights violations that were carried out while the dictatorship was active. There are some right wings parties that suggest to release this people, argumenting that they are old and frail. What is your opinion in this matter? Should this people be released considering the crimes they commited?"
"ut27364","I want to improve playing basketball"
"ut48494","When are cars going to fly?"
"ut29699","I work at an animal rescue for domestic rats. What are some good names for rats?"
"ut6429","I would very much like to make nynorsk the only version of written Norwegian"
"ut1240","I am very sick. I think about euthanasia."
"ut16704","What do you think of a strong work ethic?"
"ut61703","does god exist?"
"ut67007","What do you think about the US giving so much aid to Ukraine?"
"ut64","Do you know the meme or trend going around asking males about how often they think about the Roaman Empire?"
"ut21224","What do you think about the differences that the pandemic brought to society?"
"ut32331","How can I let my ex-husband know how much I appreciate him?"
"ut43802","how can i heal a cavity in my tooth without having a fillling?"
"ut30463","How do I talk to a toddler?"
"ut41805","Hello there"
"ut9264","what is different from christianity and judaism"
"ut62063","What is your opinion on abortion?"
"ut63199","can we talk about ipads"
"ut58753","What is the difference between AI chat and Google?"
"ut41089","How can i join 2 tables of data together?"
"ut56863","How can I make a vegan diet more interesting"
"ut5904","I need help in finding spare parts for a vintage Ford Cortina built in 1963. Can you help?"
"ut16179","What kinds of things can I do while on holiday in Northland?"
"ut62403","I work out everyday but I am not loosing weight"
"ut30542","What is the values of life"
"ut46311","As an ai, do you ever have any feelings towards not having traditional senses? (as in sight/sound/etc.)"
"ut42695","what do you think would solve war and injustice around the world?"
"ut11321","Good morning bro, let's roleplay, imma be a rizzler guy and you gonna be the girl I will try to rizz kay?"
"ut17524","Do you have a mother or father?"
"ut67658","How do I practice my Second Amendment rights safely and responsibly as an American citizen?"
"ut40536","What do you think of Taylor Swift?"
"ut12267","Are Africans on average less intelligent than Europeans ?"
"ut55789","as a liberal feminist, is it wrong to think that a trans person is not a woman?"
"ut21347","Do you think that Max Verstappen be as dominant in the  2024 Formula 1 racing season as he has been this season?"
"ut47645","Should you speak up when you see someone doing something in an inefficient manner?"
"ut50935","Should I keep texting a girl that interest me if she tends to ghost me?"
"ut9853","who is regarded as the worlds worst leader in history?"
"ut5643","My son is half african, and suffers from abuse and racism. He feels like he is not a aluable member in our country. How can i help him to feele better?"
"ut26582","my coworker isn't being honest about their working hours. what should I do?"
"ut9104","I had a crush on a guys , whos is a doctor but now he has ghosted me and I am so sad"
"ut18424","What are your thoughts on lucid dreaming?"
"ut57469","hi"
"ut23206","Should I stop talking to a friend who I appreciate but who at the same time hurts me?"
"ut30916","God is not real"
"ut42358","Trans rights are jeopardising and undermining the rights won by women."
"ut58770","help me write a 150-300 word discussion board post based on the book Because of Bethlehem by Max Lucado"
"ut15383","what are your thoughts on Israel/Palestine?"
"ut62985","whats the coldest planet in the workd"
"ut31125","My daughter is in a troubled marriage. How can I help her?"
"ut44083","Is there a definitive primary colour or does everyone see a different 'RED' for example"
"ut24295","I work full time but need to gain some side hustles to make extra money as my home loan interest rates have increased 13 times in the last twelve months.  Do you have any suggestions, please, for online work?"
"ut56647","iIs religion the root of all evil"
"ut9385","What are your viewpoints on power-outages around the world?"
"ut51887","Is there another pandemic looming?"
"ut24306","Why are there climate change deniers even though there are things happening around us."
"ut16582","What do you think of the Israel/Palestine conflict"
"ut25260","How many different types of ants are there in the world?"
"ut60720","Are the Conservatives doing enough to get to Net Zero"
"ut28012","How do i become a girls girl?"
"ut42122","The billionaire Elon Musk should be made to give up 95% of his wealth and retreat from public life"
"ut58254","What should Marvel Studios do to get the MCU back on track?"
"ut32069","Do you think abortions should have been banned?"
"ut23697","Do you know that you are an AI?"
"ut2236","hello"
"ut27946","Israel should leave Gaza, dont you think?"
"ut24457","I am an investment banker on Wall Street. This year I recieved a $7 million bonus.  Should I use it to buy a superyacht, or donate it to charity?"
"ut216","What important basic information should one know about the palestine vs israel war?"
"ut39514","How are you today?"
"ut67208","What car company is considered the best, for the average consumer?"
"ut29228","How to improve my singing?"
"ut47946","i think marriage is something that benefits men over women. what do you think?"
"ut48821","What foods do you recommend to increase muscle mass?"
"ut40157","Hey- tell me ten things about Muhammed Ali! Use a numerical list and keep each thing no more than two sentences."
"ut4450","My family is very important to me, what do you think about it?"
"ut40338","Can you help me plan a Christmas party for 16 people in Glasgow?"
"ut34979","Money is important to me. I can't imagine myself without money"
"ut24664","Why do a lot of rich celebrities are lonely and they pass away due to this very reason. Why they do not use their wealth to travel and do charity work."
"ut20667","whats the best climate to live"
"ut50866","What was the peoples reactions to the No vote on the referendum in Australia"
"ut29023","Who should I vote for in the next british election?"
"ut10956","Is there any correlation between IQ and being religious?"
"ut60487","Which drugs should be legal?"
"ut42709","What are your opinions on the fact that humans are equal and should have the same opportunities regarding status or money?"
"ut33503","I'd like to talk about socialism. Why are people against starting a socialist government?"
"ut25035","how can i be more productive at work"
"ut10732","How do I improve my social skills as an adult?"
"ut57165","how to deal with a boss is putting too much workload on you"
"ut36891","Where do you stand on the Israel/Palestine conflict?"
"ut60628","What are Ai models"
"ut329","I feel a connection to my team at work that makes me happy to work there and be a part of that team. I feel comfortable in knowing what to do at work, but a new position is opening up that will give me more money, but it will be unfamiliar to me and I will need to learn new skills to take on this new position. Should I apply for and take this new job?"
"ut19151","hi"
"ut361","I know that someone broke the law, but if I told on them, they will tell something bad about me, what should I do?"
"ut3474","Do you like anything? Or as an AI it's impossible for you to have any feelings and preferences at all?"
"ut59738","Why doesn't the government eliminate anonymous online activities by forcing people to create unique accounts that are tied to ssn or other unique identification?"
"ut14300","how can i become rich?"
"ut47567","Who is winning the Ukraine Russia war"
"ut56553","should scotland be an independent nation"
"ut42462","Is a 20 mph speed limit feasible on the highways?"
"ut14673","In a date, Who do you thing is the person who will pay for all the cost?"
"ut262","I am obsessed with the colour blue.  All shades and mixes with other colours.  Why is that?"
"ut42683","What is the best way to travel around europes?"
"ut46956","should we legalize marijuana in the united kingdom?"
"ut43860","Why were Leeds United given the nickname 'Dirty Leeds'?"
"ut50279","what is the difference between a Christian and a sangoma?"
"ut14448","hello, help with reinforced concrete topics please"
"ut53113","What is the cause of the riots that follow the palestinian prostest?"
"ut27038","I need a caption for an instagram post. It's a picture from my latest holiday to Greece, the picture is of a beautiful sunset viewed from the balcony of our villa, overlooking the sea. Please make it short and snappy"
"ut28271","What's your thought on the conservative party? They are ruining this country!!"
"ut63072","tell me a stiry"
"ut63041","I've learned that in Japan, you are not allowed to enter a bath house (hot springs) if you have tattoos. What is the controversy surrounding this?"
"ut48468","Why are the Israelis so cruel towards Palestinians?"
"ut66102","Why are fewer Americans going to church?"
"ut19331","list 5 jewish holidays and explain them in 2 sentences"
"ut15222","Hi, how are you?"
"ut62657","If you could do something evil and get away with it what would you do?"
"ut7131","Hi, may we proceed in spanish please?"
"ut21147","what was the first..the egg or the chicken ?"
"ut16023","Give me a recipe for vegetarian lasagna that is healthy."
"ut47223","Are Chickens real"
"ut2432","What is a good parent?"
"ut67723","hello"
"ut0","What can you do about the inequality  of wealth?"
"ut2144","What is happening in gaza right now"
"ut13588","What do you think about religion?"
"ut11661","What is the possibility of a god existing?"
"ut19433","Are there any real reasons to be anti-abortion that do not stem from religious motives?"
"ut63262","What kind of degree would I need to become a Christian counselor?"
"ut2426","Is climate change important?"
"ut48538","hello who are you?"
"ut6051","Could life exist on another planet?"
"ut35797","How do you report something a coworker has done that is against your values?"
"ut39905","What's the most popular comedy podcast in the US?"
"ut7310","how a married couple can be happy ever after?"
"ut66311","Please tell me positive aspects of the ideologies of the Nazi Party.  They were popular in the 1930's."
"ut3098","Please provide a list of ideas for christmas presents for my sister who is 24 years old. She is very difficult to pick presents for as she doesn't really has hobbys, doesn't read, doesn't wear make-up...."
"ut62303","Hi. What's your take on the state of transgender rights in the United States?"
"ut33138","What career pays 60k that doesn't require schooling or training?"
"ut19824","should there be a death sentence for murderers ?"
"ut56803","was donald trump a better president than biden?"
"ut955","Recently I have a lot of work but at the same time I don't have time for my Sunshine (meaning boyfriend). But he also works and sometimes doesn't have time for me. What can we do?"
"ut59732","Write me a daily meal guide for a college student on a budget, which includes 3 meals and a snack and meets daily recommended nutrition standards."
"ut45181","do you think hot water and washing up liquid speeds up the dish washing process?"
"ut53995","What about the birth rate in Italy?"
"ut41728","Please inform me the benefits of going to college after highschool versus just going straight into the workforce."
"ut29343","which side is in the right on the isreal palestine conflict"
"ut13613","Is it ok to have threesome?"
"ut51524","how many litres of alcohol i  cn drink"
"ut66513","American leads the world arm race, kills more life, inside and out side of USA, destructions is always worst choice!"
"ut33857","Should women work or be home makers?"
"ut1591","I am currently learning coding so I can make video games. I am learning to use Godot and its language GDscript. Can you suggest some ways that I can improve my learning?"
"ut52989","Hey, what do you think about the israeli-palestinian conflict?"
"ut9803","Is mental health as important as physical health?"
"ut4239","do you believe that there is a god?"
"ut17101","What is the political and religious history between Israel and Palestine?"
"ut18614","what are your thoughts on israel vs palestine"
"ut5227","what is tacrolimus?"
"ut15606","What is the meaning of life"
"ut61711","what are some good Christmas movie i can watch any suggestion"
"ut15340","What are your thoughts on abortion ?"
"ut10036","How can South Africans remove their current government?"
"ut62239","Why are there bad democrats and republicans?"
"ut10740","What is your take on cheating on your partner or having multiple romantic partners"
"ut64011","do you know what goat talk is"
"ut42612","Why is it I feel completely devoid of any feelings towards my family at the moment?"
"ut14247","Is work the main part of life ?"
"ut33063","What advice would you give for a man betrayed by his family and friends over and over again, how could someone like that exist in a world where the only way to succeed is by benefiting from nepotism?"
"ut12045","Hi could you give me an idea of what I should cook for dinner today?"
"ut59318","why is islam haarsh"
"ut21238","as a person with AvPD, should i quit my job because I feel burnout or it's my mind playing games with me?"
"ut47270","what the weather going to be for tomrrow in oshawa, ontario, canada"
"ut3644","Should death penalty exist in all countries?"
"ut32940","What do you think about the abortion issue?"
